id,name,loss_type,attack_time,attack_date,attack_lat,attack_lo,nationality,tonnage,complement,survivors,dead,commander,ship_name
156,U-156,Sunk,2.54.00 AM,5/15/1942,15.2,52.4,Norwegian,4301,33,31,2,Werner Hartenstein,Siljestad
156,U-156,Sunk,8.59.00 PM,5/15/1942,14.5,52.2,Yugoslavian,4382,72,70,2,Werner Hartenstein,Kupa
156,U-156,Sunk,9.04.00 PM,5/17/1942,15.15,52.27,British,5072,53,52,1,Werner Hartenstein,Barrdale
156,U-156,Sunk,10.18.00 AM,5/18/1942,15.47,53.12,American,4961,40,29,11,Werner Hartenstein,Quaker City
156,U-156,Damaged,6.52.00 PM,5/18/1942,15.3,54.16,British,8042,52,52,0,Werner Hartenstein,San Eliseo
156,U-156,Sunk,6.29.00 PM,5/21/1942,14.38,61.11,Dominican,1668,39,15,24,Werner Hartenstein,Presidente Trujillo
156,U-156,Damaged,3.52.00 PM,5/25/1942,14.36,61.11,American,1190,122,116,6,Werner Hartenstein,USS Blakeley (DD 150)
156,U-156,Sunk,1.03.00 AM,5/29/1942,14.3,62.2,British,1913,49,33,16,Werner Hartenstein,Norman Prince
156,U-156,Sunk,11.51.00 PM,6/1/1942,13.4,61.3,Brazilian,5970,64,64,0,Werner Hartenstein,Alegrete
156,U-156,Sunk,8.40.00 AM,6/3/1942,12.25,59.3,British,80,25,22,3,Werner Hartenstein,Lillian
156,U-156,Sunk,9.04.00 AM,6/24/1942,25.55,51.58,British,4857,38,32,6,Werner Hartenstein,Willimantic
156,U-156,Sunk,1.00.00 AM,8/27/1942,35.45,18.45,British,5941,86,74,12,Werner Hartenstein,Clan Macwhirter
156,U-156,Sunk,10.07.00 PM,9/12/1942,,,British,19695,2741,83,658,Werner Hartenstein,Laconia
156,U-156,Sunk,3.46.00 PM,9/19/1942,,,British,4745,42,41,1,Werner Hartenstein,Quebec City
157,U-157,Sunk,10.10.00 AM,6/11/1942,22,77.3,American,6401,44,38,6,Wolf Henne,Hagan
158,U-158,Sunk,8.55.00 AM,2/24/1942,43.5,43.38,British,8032,53,47,6,Erwin Rostin,Empire Celt
158,U-158,Damaged,10.35.00 AM,2/24/1942,43.51,43.41,British,8146,,,,Erwin Rostin,Diloma
158,U-158,Sunk,2.34.00 AM,3/1/1942,38.4,58.38,Norwegian,9551,39,0,39,Erwin Rostin,Finnanger
158,U-158,Sunk,7.58.00 AM,3/11/1942,34.36,76.19,American,2609,28,7,21,Erwin Rostin,Caribsea
158,U-158,Sunk,5.05.00 AM,3/13/1942,33.55,77.39,American,11641,49,26,23,Erwin Rostin,John D. Gill
158,U-158,Damaged,6.04.00 AM,3/15/1942,34.22,76.29,American,7118,42,36,6,Erwin Rostin,Olean
158,U-158,Sunk,7.22.00 AM,3/15/1942,34.37,76.2,American,6952,34,26,8,Erwin Rostin,Ario
158,U-158,Sunk,10.00.00 PM,5/20/1942,29.17,54.25,British,8113,56,50,6,Erwin Rostin,Darina
158,U-158,Sunk,,5/22/1942,28.03,58.5,Canadian,1748,23,23,0,Erwin Rostin,Frank B. Baird
158,U-158,Sunk,2.57.00 AM,6/2/1942,21.15,83.5,American,5686,55,53,2,Erwin Rostin,Knoxville City
158,U-158,Sunk,4.00.00 AM,6/4/1942,21.17,85.07,Norwegian,2647,24,11,13,Erwin Rostin,Nidarnes
158,U-158,Sunk,3.32.00 AM,6/5/1942,21.21,86.36,American,2572,32,17,15,Erwin Rostin,Velma Lykes
158,U-158,Sunk,at 12,6/7/1942,23.08,84.42,Panamanian,5234,47,46,1,Erwin Rostin,Hermis
158,U-158,Sunk,10.55.00 AM,6/11/1942,28.41,91.2,Panamanian,13467,59,58,1,Erwin Rostin,Sheherazade
158,U-158,Sunk,7.50.00 AM,6/12/1942,29.02,91.59,American,8192,45,30,15,Erwin Rostin,Cities Service Toledo
158,U-158,Sunk,4.50.00 AM,6/17/1942,25.26,95.33,Panamanian,3601,44,14,30,Erwin Rostin,San Blas
158,U-158,Sunk,1.00.00 PM,6/17/1942,25.35,96.2,Norwegian,1560,19,18,1,Erwin Rostin,Moira
158,U-158,Sunk,8.40.00 AM,6/23/1942,24.35,87.45,American,5766,68,68,0,Erwin Rostin,Major General Henry Gibbins
158,U-158,Sunk,5.45.00 PM,6/29/1942,31,70.45,Latvian,3950,36,36,0,Erwin Rostin,Everalda
159,U-159,Sunk,3.24.00 AM,5/21/1942,36.53,22.55,British,6529,62,59,3,Helmut Friedrich Witte,New Brunswick
159,U-159,Sunk,3.24.00 AM,5/21/1942,36.41,22.45,British,2646,64,61,3,Helmut Friedrich Witte,Montenol
159,U-159,Sunk,2.53.00 AM,6/2/1942,24,60,American,5447,38,6,32,Helmut Friedrich Witte,Illinois
159,U-159,Damaged,5.27.00 AM,6/5/1942,17.3,68.34,Brazilian,265,,,,Helmut Friedrich Witte,Paracury
159,U-159,Sunk,8.10.00 PM,6/5/1942,16.45,70.15,Honduran,150,4,0,4,Helmut Friedrich Witte,Sally
159,U-159,Sunk,10.24.00 PM,6/7/1942,14.33,74.35,American,3382,31,29,2,Helmut Friedrich Witte,Edith
159,U-159,Sunk,4.45.00 AM,6/11/1942,10.19,80.16,British,7130,47,45,2,Helmut Friedrich Witte,Fort Good Hope
159,U-159,Sunk,4.12.00 AM,6/13/1942,,81.1,American,4693,201,172,29,Helmut Friedrich Witte,Sixaola
159,U-159,Sunk,7.38.00 PM,6/13/1942,10.45,80.24,American,6762,53,52,1,Helmut Friedrich Witte,Solon Turman
159,U-159,Sunk,2.45.00 AM,6/18/1942,11.55,72.36,Dutch,1417,37,36,1,Helmut Friedrich Witte,Flora
159,U-159,Sunk,5.30.00 PM,6/19/1942,12.05,72.3,Yugoslavian,2710,29,23,6,Helmut Friedrich Witte,Ante Matkovic
159,U-159,Sunk,as 36,6/22/1942,15.36,67.52,American,9639,36,36,0,Helmut Friedrich Witte,E.J. Sadler
159,U-159,Sunk,11.55.00 PM,10/7/1942,,,British,5821,60,35,25,Helmut Friedrich Witte,Boringia
159,U-159,Sunk,9.07.00 AM,10/8/1942,,,British,7631,128,67,61,Helmut Friedrich Witte,Clan Mactavish
159,U-159,Sunk,11.54.00 AM,10/9/1942,,,American,6557,54,48,6,Helmut Friedrich Witte,Coloradan
159,U-159,Sunk,1.37.00 PM,10/13/1942,,,British,7167,53,46,7,Helmut Friedrich Witte,Empire Nomad
159,U-159,Sunk,12.26.00 PM,10/29/1942,,,British,4978,40,39,1,Helmut Friedrich Witte,Ross
159,U-159,Sunk,9.18.00 PM,10/29/1942,,,British,7327,61,61,0,Helmut Friedrich Witte,Laplace
159,U-159,Sunk,10.50.00 PM,11/7/1942,,,American,5462,60,0,60,Helmut Friedrich Witte,La Salle
159,U-159,Sunk,9.05.00 AM,11/13/1942,,,American,2290,17,16,1,Helmut Friedrich Witte,Star of Scotland
159,U-159,Sunk,10.05.00 PM,12/13/1942,,29.06,British,7140,150,130,20,Helmut Friedrich Witte,City of Bombay
159,U-159,Sunk,2.20.00 PM,12/15/1942,,,Egyptian,4999,42,40,2,Helmut Friedrich Witte,Star of Suez
159,U-159,Sunk,8.39.00 PM,12/16/1942,,31.27,British,4358,64,47,17,Helmut Friedrich Witte,East Wales
159,U-159,Sunk,2.48.00 PM,3/28/1943,25.3,15.55,British,5319,67,8,59,Helmut Friedrich Witte,Silverbeech
160,U-160,Sunk,2.38.00 AM,3/27/1942,36.36,74.45,Panamanian,6210,54,13,41,Georg Lassen,Equipoise
160,U-160,Sunk,7.36.00 PM,3/29/1942,35.16,74.25,American,8272,133,109,24,Georg Lassen,City of New York
160,U-160,Sunk,4.22.00 PM,4/1/1942,35.16,74.18,British,4086,40,21,19,Georg Lassen,Rio Blanco
160,U-160,Damaged,8.07.00 AM,4/6/1942,34.25,75.57,American,6837,33,32,1,Georg Lassen,Bidwell
160,U-160,Sunk,7.58.00 AM,4/9/1942,34.28,75.56,American,3516,29,28,1,Georg Lassen,Malchace
160,U-160,Sunk,10.31.00 PM,4/11/1942,34.23,75.35,British,14647,290,290,0,Georg Lassen,Ulysses
160,U-160,Sunk,9.34.00 AM,7/16/1942,10.59,61.05,Panamanian,6926,41,40,1,Georg Lassen,Beaconlight
160,U-160,Sunk,4.33.00 PM,7/18/1942,10.58,61.2,Panamanian,5496,35,31,4,Georg Lassen,Carmona
160,U-160,Sunk,10.29.00 AM,7/21/1942,10.56,61.1,British,8149,52,47,5,Georg Lassen,Donovania
160,U-160,Sunk,1.44.00 AM,7/25/1942,,59.54,Dutch,2078,37,14,23,Georg Lassen,Telamon
160,U-160,Sunk,10.19.00 AM,7/29/1942,,59.05,Canadian,1938,21,5,16,Georg Lassen,Prescodoc
160,U-160,Sunk,6.18.00 PM,8/2/1942,10.4,57.07,British,4694,39,39,0,Georg Lassen,Treminnard
160,U-160,Damaged,1.59.00 AM,8/4/1942,10.25,56,Norwegian,6161,33,32,1,Georg Lassen,Havsten
160,U-160,Sunk,9.20.00 PM,10/16/1942,11,61.1,British,730,23,14,9,Georg Lassen,Castle Harbour
160,U-160,Damaged,9.20.00 PM,10/16/1942,11,61.1,American,6197,56,56,0,Georg Lassen,Winona
160,U-160,Sunk,2.02.00 AM,11/3/1942,12.06,62.42,Canadian,2260,27,8,19,Georg Lassen,Chr. J. Kampmann
160,U-160,Sunk,6.30.00 AM,11/3/1942,12.16,64.06,Norwegian,11015,46,43,3,Georg Lassen,Thorshavet
160,U-160,Sunk,11.37.00 AM,11/3/1942,12.27,64.04,British,4034,40,40,0,Georg Lassen,Gypsum Empress
160,U-160,Sunk,11.37.00 AM,11/3/1942,12.16,64.06,Panamanian,8546,48,48,0,Georg Lassen,Leda
160,U-160,Sunk,7.15.00 PM,11/6/1942,10.58,60.52,British,5431,67,55,12,Georg Lassen,Arica
160,U-160,Sunk,8.01.00 AM,11/11/1942,,59.2,British,6368,78,22,56,Georg Lassen,City of Ripon
160,U-160,Sunk,9.26.00 AM,11/21/1942,10.3,51,Dutch,6481,73,51,22,Georg Lassen,Bintang
160,U-160,Sunk,12.13.00 AM,2/8/1943,,,American,7191,57,54,3,Georg Lassen,Roger B. Taney
160,U-160,Sunk,11.22.00 PM,3/3/1943,,,American,7176,61,61,0,Georg Lassen,Harvey W. Scott
160,U-160,Sunk,11.22.00 PM,3/3/1943,,,British,5961,126,88,38,Georg Lassen,Nirpura
160,U-160,Damaged,11.22.00 PM,3/3/1943,,,Dutch,10356,61,61,0,Georg Lassen,Tibia
160,U-160,Sunk,1.10.00 AM,3/4/1943,,,British,5087,54,36,18,Georg Lassen,Empire Mahseer
160,U-160,Sunk,3.46.00 AM,3/4/1943,,,British,7628,45,40,5,Georg Lassen,Marietta E.
160,U-160,Damaged,3.46.00 AM,3/4/1943,,,British,4868,48,45,3,Georg Lassen,Sheaf Crown
160,U-160,Sunk,8.20.00 PM,3/8/1943,,,American,7176,63,62,1,Georg Lassen,James B. Stephens
160,U-160,Sunk,11.10.00 PM,3/11/1943,,,British,4986,41,32,9,Georg Lassen,Aelybryn
564,U-564,Sunk,10.07.00 AM,8/19/1942,11.58,62.38,British,6940,42,40,2,Reinhard Suhren,British Consul
161,U-161,Damaged,5.32.00 AM,2/19/1942,10.38,60.3,American,7460,45,45,0,Albrecht Achilles,Mokihana
161,U-161,Sunk,9.13.00 PM,2/21/1942,11.03,62.03,British,8207,58,57,1,Albrecht Achilles,Circe Shell
161,U-161,Sunk,6.43.00 AM,2/23/1942,14.3,64.45,American,7001,45,45,0,Albrecht Achilles,Lihue
161,U-161,Sunk,5.59.00 PM,3/7/1942,13.23,62.04,South African,9755,51,33,18,Albrecht Achilles,Uniwaleco
161,U-161,Damaged,4.49.00 AM,3/10/1942,14.01,60.59,Canadian,7970,235,210,25,Albrecht Achilles,Lady Nelson
571,U-571,Sunk,9.02.00 AM,7/7/1942,25.35,80.02,British,8141,92,92,0,Helmut Möhlmann,Umtata
161,U-161,Sunk,2.30.00 AM,3/14/1942,15.45,65,Canadian,1940,21,0,21,Albrecht Achilles,Sarniadoc
161,U-161,Sunk,12.11.00 PM,3/15/1942,,,American,1130,35,35,0,Albrecht Achilles,USCGC Acacia (WAGL 200)
161,U-161,Sunk,2.10.00 PM,6/16/1942,13.27,67.35,Dominican,30,8,8,0,Albrecht Achilles,Nueva Altagracia
161,U-161,Total Loss,4.01.00 AM,7/3/1942,,83.02,Panamanian,3305,,,24,Albrecht Achilles,San Pablo
161,U-161,Sunk,3.43.00 PM,7/16/1942,27.1,64.33,American,6165,123,123,0,Albrecht Achilles,Fairport
161,U-161,Damaged,7.56.00 AM,10/23/1942,,,British,5450,,,42,Albrecht Achilles,HMS Phoebe (43)
161,U-161,Damaged,11.47.00 PM,11/8/1942,,2.44,British,5161,59,52,7,Albrecht Achilles,Benalder
161,U-161,Sunk,11.47.00 PM,11/8/1942,,2.44,American,5527,59,59,0,Albrecht Achilles,West Humhaw
161,U-161,Sunk,12.37.00 AM,11/29/1942,,25.02,Dutch,5760,62,0,62,Albrecht Achilles,Tjileboet
161,U-161,Sunk,2.24.00 PM,12/12/1942,,,British,4997,41,41,0,Albrecht Achilles,Ripley
161,U-161,Sunk,11.30.00 AM,5/19/1943,38.4,64,Canadian,255,10,2,8,Albrecht Achilles,Angelus
161,U-161,Sunk,10.50.00 AM,9/20/1943,,,British,5472,48,48,0,Albrecht Achilles,St. Usk
161,U-161,Sunk,6.50.00 PM,9/26/1943,,,Brazilian,4998,107,85,22,Albrecht Achilles,Itapagé
162,U-162,Sunk,8.35.00 AM,2/24/1942,47.45,38.15,British,4365,47,0,47,Jürgen Wattenberg,White Crest
162,U-162,Sunk,1.52.00 AM,4/30/1942,13.21,56.15,British,8941,50,47,3,Jürgen Wattenberg,Athelempress
162,U-162,Sunk,8.46.00 PM,5/1/1942,10.12,57.16,Brazilian,6692,72,65,7,Jürgen Wattenberg,Parnahyba
162,U-162,Sunk,7.00.00 PM,5/4/1942,,58.1,British,119,,,0,Jürgen Wattenberg,Florence M. Douglas
162,U-162,Sunk,9.43.00 AM,5/4/1942,,57.58,American,3785,29,13,16,Jürgen Wattenberg,Eastern Sword
162,U-162,Sunk,8.00.00 AM,5/7/1942,,55.38,Norwegian,4271,27,27,0,Jürgen Wattenberg,Frank Seamans
162,U-162,Sunk,2.12.00 AM,5/9/1942,,58.44,Canadian,1905,21,8,13,Jürgen Wattenberg,Mont Louis
162,U-162,Sunk,2.34.00 AM,5/13/1942,12.12,57.25,American,7699,42,41,1,Jürgen Wattenberg,Esso Houston
162,U-162,Sunk,1.38.00 AM,5/14/1942,13.12,58.1,British,6917,47,43,4,Jürgen Wattenberg,British Colony
162,U-162,Sunk,2.10.00 AM,5/18/1942,11.48,57.32,Norwegian,6852,31,30,1,Jürgen Wattenberg,Beth
162,U-162,Sunk,4.37.00 AM,8/19/1942,11.45,62.3,American,5722,44,43,1,Jürgen Wattenberg,West Celina
162,U-162,Sunk,11.13.00 AM,8/24/1942,13.25,57.15,Dutch,9286,87,83,4,Jürgen Wattenberg,Moena
162,U-162,Sunk,4.23.00 AM,8/26/1942,13.2,58.1,Norwegian,8297,33,31,2,Jürgen Wattenberg,Thelma
162,U-162,Sunk,8.28.00 AM,8/30/1942,11.48,59.45,American,7176,53,52,1,Jürgen Wattenberg,Star of Oregon
163,U-163,Sunk,4.50.00 PM,11/5/1942,12.02,58.04,British,5185,41,38,3,Kurt-Eduard Engelmann,La Cordillera
163,U-163,Total Loss,10.00.00 PM,11/12/1942,12.04,68.57,American,2000,180,173,7,Kurt-Eduard Engelmann,USS Erie (PG 50)
163,U-163,Sunk,10.37.00 PM,11/21/1942,13.05,56.2,British,6060,55,55,0,Kurt-Eduard Engelmann,Empire Starling
163,U-163,Sunk,10.17.00 PM,11/22/1942,13.28,54.42,Brazilian,3766,56,51,5,Kurt-Eduard Engelmann,Apalãide
164,U-164,Sunk,6.25.00 PM,8/25/1942,16.39,73.15,Dutch,3780,38,35,3,Otto Fechner,Stad Amsterdam
164,U-164,Sunk,10.27.00 PM,9/6/1942,14.1,71.3,Canadian,1745,24,23,1,Otto Fechner,John A. Holloway
164,U-164,Sunk,4.30.00 AM,1/1/1943,,37.26,Swedish,2608,28,28,0,Otto Fechner,Brageland
517,U-517,Sunk,2.32.00 AM,8/28/1942,51.53,55.48,American,3304,54,42,12,Paul Hartwig,Arlyn
165,U-165,Damaged,2.32.00 AM,8/28/1942,51.44,55.4,American,7252,107,103,4,Eberhard Hoffmann,USS Laramie (AO 16)
165,U-165,Sunk,,9/6/1942,49.1,66.5,Greek,4729,31,29,2,Eberhard Hoffmann,Aeas
165,U-165,Sunk,,9/7/1942,49.01,67.17,Canadian,358,37,0,37,Eberhard Hoffmann,HMCS Raccoon
426,U-426,Sunk,10.48.00 PM,10/15/1943,57.53,28,British,6625,52,52,0,Christian Reich,Essex Lance
165,U-165,Sunk,12.00.00 PM,9/16/1942,49.1,67.05,Greek,3667,32,32,0,Eberhard Hoffmann,Joannis
165,U-165,Damaged,12.00.00 PM,9/16/1942,49.1,67.05,American,4570,,,0,Eberhard Hoffmann,Pan York
166,U-166,Sunk,7.00.00 PM,7/11/1942,19.43,70.12,Dominican,84,8,7,1,Hans-Günther Kuhlmann,Carmen
166,U-166,Sunk,6.10.00 PM,7/13/1942,20.17,74.06,American,2309,29,23,6,Hans-Günther Kuhlmann,Oneida
166,U-166,Sunk,9.00.00 AM,7/16/1942,23.32,82,American,16,3,3,0,Hans-Günther Kuhlmann,Gertrude
166,U-166,Sunk,11.37.00 PM,7/30/1942,28.37,88.3,American,5184,404,379,25,Hans-Günther Kuhlmann,Robert E. Lee
521,U-521,Sunk,8.34.00 PM,3/18/1943,38.21,19.54,American,7200,70,66,4,Klaus Heinrich Bargsten,Molly Pitcher
167,U-167,Sunk,11.47.00 AM,3/28/1943,25.41,15.43,British,5449,46,35,11,Kurt Sturm,Lagosian
168,U-168,Sunk,12.20.00 AM,10/2/1943,18.46,71.55,British,2183,70,58,12,Helmuth Pich,Haiching
168,U-168,Sunk,,2/14/1944,,76.3,British,1440,55,28,27,Helmuth Pich,HMS Salviking
168,U-168,Sunk,6.15.00 PM,2/15/1944,,73,Greek,4385,42,38,4,Helmuth Pich,Epaminondas C. Embiricos
168,U-168,Damaged,,2/21/1944,,,Norwegian,9804,43,43,0,Helmuth Pich,Fenris
170,U-170,Sunk,12.09.00 PM,10/23/1943,,,Brazilian,4663,63,51,12,Günther Pfeffer,Campos
171,U-171,Sunk,9.45.00 AM,7/26/1942,28.23,96.08,Mexican,4351,45,39,6,Günther Pfeffer,Oaxaca
171,U-171,Sunk,7.50.00 AM,8/13/1942,28.5,90.42,American,6779,44,44,0,Günther Pfeffer,R.M. Parker Jr.
171,U-171,Sunk,4.30.00 AM,9/4/1942,23.27,97.3,Mexican,6511,34,24,10,Günther Pfeffer,Amatlan
172,U-172,Sunk,3.19.00 AM,5/27/1942,27.5,46,British,8940,52,43,9,Carl Emmermann,Athelknight
172,U-172,Sunk,4.10.00 AM,6/3/1942,23,62.3,American,5446,39,10,29,Carl Emmermann,City of Alma
172,U-172,Sunk,6.08.00 AM,6/5/1942,20.22,67.07,American,3480,31,27,4,Carl Emmermann,Delfina
172,U-172,Sunk,4.58.00 AM,6/8/1942,17.3,71.2,American,1654,75,31,44,Carl Emmermann,Sicilien
172,U-172,Sunk,8.54.00 AM,6/14/1942,12.53,80.4,American,8289,94,93,1,Carl Emmermann,Lebore
172,U-172,Sunk,8.00.00 PM,6/15/1942,10.47,82.12,Norwegian,2438,25,13,12,Carl Emmermann,Bennestvet
172,U-172,Sunk,5.00.00 AM,6/18/1942,10.1,81.3,British,1958,21,20,1,Carl Emmermann,Motorex
172,U-172,Sunk,5.10.00 PM,6/23/1942,13.15,80.3,Colombian,35,10,4,6,Carl Emmermann,Resolute
172,U-172,Sunk,4.24.00 PM,7/9/1942,26.11,55.4,American,8379,63,59,4,Carl Emmermann,Santa Rita
172,U-172,Sunk,5.02.00 AM,10/7/1942,,,American,6196,49,39,10,Carl Emmermann,Chickasaw City
172,U-172,Sunk,9.26.00 AM,10/7/1942,,,Panamanian,4700,61,49,12,Carl Emmermann,Firethorn
172,U-172,Sunk,1.40.00 AM,10/8/1942,,,Greek,3845,33,5,28,Carl Emmermann,Pantelis
172,U-172,Sunk,10.28.00 AM,10/10/1942,,,British,23456,1067,22,45,Carl Emmermann,Orcades
172,U-172,Sunk,10.21.00 PM,10/31/1942,,,British,4891,44,10,34,Carl Emmermann,Aldington Court
172,U-172,Sunk,9.43.00 PM,11/2/1942,,,British,4966,44,20,24,Carl Emmermann,Llandilo
172,U-172,Sunk,2.10.00 PM,11/23/1942,,38.45,British,6630,54,1,53,Carl Emmermann,Benlomond
172,U-172,Sunk,7.16.00 AM,11/28/1942,,26.19,American,5364,58,50,8,Carl Emmermann,Alaskan
172,U-172,Sunk,6.09.00 AM,3/4/1943,42.39,36.46,British,8049,145,0,145,Carl Emmermann,City of Pretoria
172,U-172,Sunk,11.07.00 PM,3/6/1943,41.23,42.59,Norwegian,3041,47,43,4,Carl Emmermann,Thorstrand
172,U-172,Sunk,11.22.00 PM,3/13/1943,37.59,37.4,American,5565,72,70,2,Carl Emmermann,Keystone
172,U-172,Sunk,8.48.00 PM,3/16/1943,39.09,24.15,American,7191,72,69,3,Carl Emmermann,Benjamin Harrison
172,U-172,Sunk,12.06.00 AM,3/29/1943,24.44,16.48,Belgian,4621,56,27,29,Carl Emmermann,Moanda
172,U-172,Sunk,6.43.00 AM,6/28/1943,,,British,4748,52,52,0,Carl Emmermann,Vernon City
172,U-172,Sunk,6.56.00 AM,7/12/1943,,,American,6507,87,86,1,Carl Emmermann,African Star
172,U-172,Sunk,8.43.00 PM,7/15/1943,,,British,4558,47,46,1,Carl Emmermann,Harmonic
172,U-172,Sunk,8.59.00 PM,7/24/1943,,,British,7133,57,53,4,Carl Emmermann,Fort Chilcotin
173,U-173,Sunk,7.56.00 PM,11/11/1942,33.4,7.3,American,9359,358,258,100,Hans-Adolf Schweichel,USS Joseph Hewes (AP 50)
173,U-173,Damaged,7.56.00 PM,11/11/1942,33.45,7.22,American,10172,,,0,Hans-Adolf Schweichel,USS Winooski (AO 38)
173,U-173,Damaged,7.56.00 PM,11/11/1942,33.4,7.35,American,1630,,,,Hans-Adolf Schweichel,USS Hambleton (DD 455)
173,U-173,Damaged,7.40.00 AM,11/15/1942,33.59,7.28,American,8113,,,1,Hans-Adolf Schweichel,USS Electra (AK 21)
174,U-174,Sunk,12.14.00 AM,10/31/1942,,,British,4555,42,27,15,Ulrich Thilo,Marylyn
174,U-174,Sunk,11.07.00 PM,11/1/1942,,34.55,British,4872,42,36,6,Ulrich Thilo,Elmdale
174,U-174,Sunk,6.17.00 PM,11/2/1942,,36.22,Dutch,10909,299,164,135,Ulrich Thilo,Zaandam
174,U-174,Sunk,11.17.00 PM,12/2/1942,,30.3,Norwegian,4977,42,28,14,Ulrich Thilo,Besholt
174,U-174,Sunk,2.00.00 AM,12/15/1942,,,American,5500,55,54,1,Ulrich Thilo,Alcoa Rambler
175,U-175,Sunk,1.52.00 PM,9/18/1942,,59.2,Canadian,1901,19,13,6,Heinrich Bruns,Norfolk
175,U-175,Sunk,6.40.00 AM,9/21/1942,,59.3,Yugoslavian,1798,28,25,3,Heinrich Bruns,Predsednik Kopajtic
175,U-175,Sunk,9.24.00 AM,9/24/1942,,57,American,5627,50,19,31,Heinrich Bruns,West Chetac
175,U-175,Sunk,12.25.00 PM,9/26/1942,,59.5,Panamanian,1827,32,24,8,Heinrich Bruns,Tambour
175,U-175,Sunk,11.49.00 AM,9/28/1942,,60.08,American,5590,54,54,0,Heinrich Bruns,Alcoa Mariner
175,U-175,Sunk,9.38.00 AM,10/1/1942,,60.05,British,2880,40,36,4,Heinrich Bruns,Empire Tennyson
175,U-175,Sunk,10.54.00 AM,10/2/1942,,59.12,Panamanian,5074,49,43,6,Heinrich Bruns,Aneroid
175,U-175,Sunk,11.11.00 AM,10/4/1942,,59.37,American,2592,35,29,6,Heinrich Bruns,Caribstar
175,U-175,Sunk,6.06.00 AM,10/5/1942,,59.2,American,6153,35,34,1,Heinrich Bruns,William A. McKenney
175,U-175,Sunk,3.00.00 AM,1/23/1943,,7.5,American,7177,66,66,0,Heinrich Bruns,Benjamin Smith
176,U-176,Sunk,3.58.00 PM,8/4/1942,50.25,35.05,British,7798,64,50,14,Reiner Dierksen,Richmond Castle
176,U-176,Sunk,3.18.00 PM,8/8/1942,56.3,32.14,British,3956,44,41,3,Reiner Dierksen,Kelso
176,U-176,Sunk,3.18.00 PM,8/8/1942,56.3,32.14,Greek,7914,54,54,0,Reiner Dierksen,Mount Kassion
176,U-176,Sunk,3.18.00 PM,8/8/1942,56.3,32.14,British,4817,56,25,31,Reiner Dierksen,Trehata
176,U-176,Sunk,6.49.00 AM,8/9/1942,56.15,32,British,3701,42,40,2,Reiner Dierksen,Radchurch
176,U-176,Sunk,1.57.00 AM,8/25/1942,49.22,35.52,British,7457,49,48,1,Reiner Dierksen,Empire Breeze
176,U-176,Sunk,4.54.00 AM,11/27/1942,,25.38,Dutch,5922,81,80,1,Reiner Dierksen,Polydorus
176,U-176,Sunk,3.48.00 PM,12/13/1942,,32.22,Swedish,1629,25,25,0,Reiner Dierksen,Scania
176,U-176,Sunk,9.27.00 PM,12/16/1942,,,British,5881,81,15,66,Reiner Dierksen,Observer
176,U-176,Sunk,9.30.00 AM,5/13/1943,21.25,76.4,Cuban,1983,34,11,23,Reiner Dierksen,Mambi
176,U-176,Sunk,9.30.00 AM,5/13/1943,21.25,76.4,American,2249,31,31,0,Reiner Dierksen,Nickeliner
177,U-177,Sunk,9.59.00 PM,11/2/1942,,,Greek,4538,29,0,29,Robert Gysae,Aegeus
177,U-177,Damaged,9.13.00 PM,11/9/1942,,,British,2588,46,44,2,Robert Gysae,Cerion
177,U-177,Sunk,11.07.00 PM,11/19/1942,,,British,7006,48,12,36,Robert Gysae,Scottish Chief
177,U-177,Sunk,11.40.00 AM,11/20/1942,,,American,7191,62,62,0,Robert Gysae,Pierce Butler
177,U-177,Sunk,7.15.00 AM,11/28/1942,,,British,6796,1052,194,858,Robert Gysae,Nova Scotia
177,U-177,Sunk,5.29.00 PM,11/30/1942,,,British,10799,313,310,3,Robert Gysae,Llandaff Castle
177,U-177,Sunk,5.20.00 PM,12/7/1942,,,Greek,3548,33,2,31,Robert Gysae,Saronikos
177,U-177,Sunk,9.51.00 PM,12/12/1942,,,British,6408,46,44,2,Robert Gysae,Empire Gull
177,U-177,Sunk,4.36.00 PM,12/14/1942,,,Dutch,3085,72,19,53,Robert Gysae,Sawahloento
177,U-177,Sunk,11.53.00 PM,5/28/1943,,,American,6679,69,69,0,Robert Gysae,Agwimonte
177,U-177,Sunk,11.53.00 PM,5/28/1943,,,Norwegian,7886,39,36,3,Robert Gysae,Storaas
177,U-177,Sunk,10.05.00 AM,7/6/1943,,,Canadian,7129,55,51,4,Robert Gysae,Jasper Park
177,U-177,Sunk,1.49.00 PM,7/10/1943,,,American,7176,68,68,0,Robert Gysae,Alice F. Palmer
177,U-177,Sunk,9.00.00 AM,7/29/1943,,,British,4952,43,6,37,Robert Gysae,Cornish City
177,U-177,Sunk,5.45.00 PM,8/5/1943,,,Greek,4195,43,42,1,Robert Gysae,Efthalia Mari
178,U-178,Sunk,8.29.00 AM,10/10/1942,,,British,20119,825,821,4,Hans Ibbeken,Duchess of Atholl
178,U-178,Sunk,3.33.00 PM,11/1/1942,,,British,8233,406,380,26,Hans Ibbeken,Mendoza
178,U-178,Sunk,11.42.00 AM,11/4/1942,,,Norwegian,2561,67,42,25,Hans Ibbeken,Hai Hing
178,U-178,Sunk,2.46.00 PM,11/4/1942,,,British,5244,50,47,3,Hans Ibbeken,Trekieve
